Year,Team,STADIUM,G,BF,AB,IP,HA,HRA,SH,SF,BBBA,K,AR,ER,ERA,AB,R,H,2B,3B,HR,RBI,SB,CS,SH,SF,BBB,SO,GIDP,E,AVG
1998,LG,SJ,7,269,243,620.33,61,8,4,1,21,40,38,34,4.91,261,58,89,31,2,5,51,3,5,5,5,34,39,8,6,0.341
1998,LG,SW,1,36,30,9,5,0,1,0,5,3,1,1,1,40,8,14,2,0,1,7,2,0,0,1,4,3,1,2,0.35
1998,LG,IC,8,304,272,69,75,10,5,0,27,41,39,36,4.7,273,38,69,16,0,12,35,7,4,4,1,33,57,6,6,0.253
1998,LG,JS,72,2760,2447,656,628,48,51,17,244,388,296,261,3.58,2334,313,586,101,16,46,294,67,22,45,20,252,394,53,54,0.251
1998,LG,JJ,7,272,248,61,77,5,7,1,16,37,38,36,5.31,254,46,78,11,0,8,44,4,5,6,0,32,26,4,8,0.307
1998,LG,CJ,6,227,197,500.66,64,12,8,1,21,33,35,32,5.68,211,29,57,18,0,6,26,2,3,3,0,25,44,4,4,0.27
1998,SAM,GS,3,117,101,25,31,1,2,1,13,10,20,15,5.4,99,8,23,2,0,2,7,3,1,1,0,16,10,3,4,0.232
1998,SAM,DG,63,2560,2194,579,594,78,50,22,294,367,323,300,4.66,2095,323,564,115,8,83,297,70,28,45,19,263,445,47,43,0.269
1998,SAM,DJ,6,247,210,56,60,6,6,1,30,39,27,25,4.02,214,30,51,9,0,5,27,3,7,5,2,25,32,4,5,0.238
1998,SAM,MS,3,107,94,25,28,5,1,1,11,16,13,11,3.96,114,18,38,6,2,3,17,1,1,0,2,10,20,3,1,0.333
1998,SAM,MU,9,337,291,76,80,16,6,3,37,50,50,46,5.45,311,48,82,13,2,10,47,9,4,2,1,36,61,8,9,0.264
1998,SAM,SJ,6,212,191,52,46,1,1,0,20,27,17,16,2.77,210,32,62,13,0,11,31,3,2,3,4,19,30,4,2,0.295
1998,SAM,SW,1,33,31,8,8,0,1,0,1,6,3,2,2.25,28,0,3,0,0,0,0,0,1,0,0,1,7,1,0,0.107
1998,SAM,IC,8,284,240,670.33,59,2,7,4,33,60,30,28,3.74,259,20,65,13,0,6,19,4,5,9,1,32,62,5,5,0.251
1998,SAM,JS,18,669,587,160,145,14,5,5,72,100,69,67,3.77,622,97,170,20,6,14,90,19,7,17,6,85,98,17,8,0.273
1998,SAM,JJ,6,219,191,53,44,6,3,0,25,32,23,23,3.91,212,33,60,12,2,6,30,4,1,5,2,27,32,7,0,0.283
1998,SAM,CJ,3,109,97,260.66,25,4,2,0,10,15,9,8,2.7,99,11,25,8,0,3,11,1,3,3,1,12,25,3,2,0.253
1998,OB,GS,7,244,213,58,56,8,7,0,24,29,27,26,4.03,240,30,63,9,2,8,27,7,2,3,1,14,29,5,3,0.263
1998,OB,DG,9,365,316,76,98,20,4,0,45,74,65,58,6.87,327,54,104,14,0,13,49,15,2,4,3,39,44,12,12,0.318
1998,OB,DJ,6,226,196,53,47,3,4,1,25,42,23,21,3.57,206,22,49,11,3,2,20,4,3,3,3,11,47,2,5,0.238
1998,OB,MU,9,318,291,780.33,69,7,4,3,20,37,30,26,2.99,315,49,94,17,0,9,46,7,3,8,2,34,56,9,5,0.298
1998,OB,SJ,9,328,289,79,64,2,2,0,37,59,28,24,2.73,316,48,86,18,1,10,45,9,2,4,2,27,52,6,6,0.272
1998,OB,SW,2,67,56,16,11,0,0,1,10,13,5,5,2.81,67,3,14,2,0,2,2,1,2,0,0,4,17,0,0,0.209
1998,OB,IC,7,264,233,57,70,13,2,1,28,50,44,36,5.68,222,23,46,5,1,5,20,4,1,5,0,26,43,9,4,0.207
1998,OB,JS,72,2743,2386,6560.33,590,29,61,19,276,453,254,221,3.03,2355,266,575,94,21,48,248,69,31,35,23,222,389,40,54,0.244
1998,OB,JJ,2,68,62,17,15,1,1,2,3,3,6,6,3.18,62,6,11,1,0,1,6,1,2,1,0,8,15,1,1,0.177
1998,OB,CJ,3,120,102,26,34,5,3,3,12,14,24,24,8.31,114,19,38,3,0,4,16,6,2,2,0,9,21,3,1,0.333
1998,HAE,GS,3,109,98,26,26,4,2,0,9,22,13,12,4.15,98,9,25,6,0,2,9,1,1,3,0,6,7,4,1,0.255
1998,HAE,DG,9,327,293,770.66,77,11,5,4,25,73,40,34,3.94,300,31,66,5,0,5,28,2,2,7,1,37,45,9,8,0.22
1998,HAE,DJ,9,315,282,77,68,7,7,0,26,55,35,33,3.86,297,33,79,12,1,5,33,3,3,10,2,39,48,8,7,0.266
1998,HAE,MS,3,108,98,25,22,1,1,0,9,26,8,6,2.16,103,12,27,7,0,0,12,1,0,0,0,9,15,5,6,0.262
1998,HAE,MU,63,2392,2107,563,548,71,43,14,228,417,264,242,3.87,1998,267,528,103,2,63,256,27,12,44,19,199,328,65,43,0.264
1998,HAE,SJ,6,224,195,53,48,5,4,2,23,44,33,30,5.09,213,23,56,15,1,2,23,3,3,1,0,22,40,6,2,0.263
1998,HAE,SW,3,102,95,24,29,1,1,1,5,19,15,13,4.88,93,4,17,3,1,0,4,2,0,1,2,6,17,2,3,0.183
1998,HAE,IC,6,225,200,52,60,7,5,1,19,60,30,28,4.85,212,28,57,6,0,7,27,5,0,4,1,23,51,3,4,0.269
1998,HAE,JS,18,649,573,1560.66,136,10,9,7,60,109,73,66,3.79,595,53,143,19,2,8,49,9,4,18,6,61,88,15,19,0.24
1998,HAE,JJ,6,227,197,54,48,4,4,3,23,45,20,17,2.83,220,29,69,12,1,2,26,5,1,4,2,22,30,8,6,0.314
1998,SSB,GS,27,1025,920,244,249,25,17,6,82,119,118,107,3.95,877,125,237,33,9,26,114,11,6,14,10,100,151,20,14,0.27
1998,SSB,DG,9,346,300,790.66,78,9,4,4,38,44,33,31,3.5,316,42,84,16,3,12,42,6,3,6,5,40,58,4,9,0.266
1998,SSB,DJ,6,217,198,51,58,4,7,1,11,29,25,22,3.88,202,25,55,13,0,5,22,7,4,8,1,25,40,3,4,0.272
1998,SSB,MS,3,110,98,26,26,1,0,1,11,16,15,15,5.19,102,17,31,4,0,3,17,5,1,3,2,12,13,6,0,0.304
1998,SSB,MU,9,329,275,710.66,83,11,5,3,46,38,46,40,5.02,274,27,64,10,1,8,26,11,2,8,2,34,68,7,6,0.234
1998,SSB,SJ,6,221,199,51,57,1,3,2,17,36,25,22,3.88,198,25,48,13,0,2,22,4,4,4,1,24,38,4,5,0.242
1998,SSB,SW,3,114,99,26,31,5,1,2,11,8,19,14,4.85,107,14,33,2,0,3,14,0,1,2,0,12,19,3,3,0.308
1998,SSB,IC,6,235,194,51,49,10,7,2,32,34,40,35,6.18,213,31,62,21,2,4,30,3,2,5,2,23,44,5,12,0.291
1998,SSB,JS,18,644,576,156,140,16,15,5,48,82,76,64,3.69,604,63,144,19,4,7,59,20,7,16,1,66,106,15,15,0.238
1998,SSB,JJ,36,1413,1255,331,343,24,21,8,129,201,162,144,3.92,1167,144,303,43,11,28,135,23,16,23,10,124,200,26,23,0.26
1998,SSB,CJ,3,124,106,28,23,5,1,0,17,24,11,7,2.25,110,23,28,4,1,3,18,3,0,6,0,13,21,1,4,0.255
1998,HAN,DG,9,348,298,80,80,11,10,2,38,78,42,37,4.16,309,45,81,15,0,15,45,12,3,12,2,39,65,3,8,0.262
1998,HAN,DJ,42,1656,1453,385,402,29,40,13,149,272,198,184,4.3,1366,169,349,73,4,33,156,36,20,36,6,140,252,35,28,0.255
1998,HAN,MU,9,329,285,760.66,81,11,13,1,30,62,40,39,4.58,305,39,80,14,2,12,38,10,6,5,3,31,63,8,2,0.262
1998,HAN,SJ,9,335,290,780.33,74,5,9,6,30,65,40,35,4.02,308,38,81,20,2,4,34,9,2,7,3,29,51,7,8,0.263
1998,HAN,SW,1,36,31,8,9,0,2,0,3,8,4,3,3.38,30,2,4,1,0,1,2,2,0,0,0,3,5,0,2,0.133
1998,HAN,IC,8,267,236,66,60,13,5,1,24,66,35,35,4.77,252,18,51,10,0,5,17,0,5,9,1,19,59,5,3,0.202
1998,HAN,JS,18,670,592,1540.66,149,12,13,4,61,94,84,74,4.31,601,71,149,22,1,14,65,9,9,10,0,52,110,16,18,0.248
1998,HAN,JJ,9,307,275,78,62,8,5,1,26,42,26,25,2.88,303,25,68,22,0,4,23,3,2,3,2,17,58,4,4,0.224
1998,HAN,CJ,21,835,731,192,190,25,18,2,84,153,109,97,4.55,688,96,179,24,1,35,92,13,11,17,4,81,120,16,23,0.26
1998,LOT,GS,5,189,165,430.66,45,6,3,6,15,28,28,24,4.95,171,22,49,4,4,3,21,1,2,4,2,16,34,3,5,0.287
1998,LOT,DG,9,340,294,76,85,12,7,0,39,43,52,45,5.33,300,39,73,19,1,11,39,3,3,6,1,36,57,6,9,0.243
1998,LOT,DJ,6,217,194,53,48,4,3,2,18,35,25,21,3.57,221,40,74,16,1,5,39,3,5,8,1,23,44,6,5,0.335
1998,LOT,MS,11,435,388,99,118,8,7,4,36,60,58,56,5.09,359,49,98,11,1,10,45,7,3,3,3,39,69,8,10,0.273
1998,LOT,MU,9,302,275,78,57,6,4,2,21,36,21,15,1.73,288,29,71,9,0,12,26,6,7,12,1,28,60,5,4,0.247
1998,LOT,SJ,52,2072,1831,474,512,48,31,18,192,302,281,248,4.71,1696,218,420,97,14,27,200,30,20,30,15,197,323,23,43,0.248
1998,LOT,SW,1,30,27,8,6,0,0,1,2,5,2,2,2.25,33,1,7,1,0,1,1,0,0,0,0,2,5,2,0,0.212
1998,LOT,IC,8,293,258,68,64,11,2,1,32,63,45,37,4.9,266,37,61,11,1,8,34,4,3,9,3,37,63,5,9,0.229
1998,LOT,JS,18,672,586,1540.66,153,14,12,3,71,85,98,87,5.06,617,77,162,22,10,6,73,16,7,16,5,73,122,14,12,0.263
1998,LOT,JJ,4,155,132,33,44,3,2,2,19,20,27,27,7.36,136,13,35,5,1,1,12,2,1,0,0,15,28,4,2,0.257
1998,LOT,CJ,3,107,96,260.66,17,3,1,0,10,16,9,8,2.7,101,11,20,5,0,2,10,4,3,1,1,5,24,0,3,0.198
1999,HAN,GS,7,239,224,62,48,3,1,2,12,48,16,16,2.32,238,34,60,16,3,5,32,4,3,2,4,13,34,2,3,0.252
1999,HAN,DG,10,359,318,86,72,15,5,1,35,80,42,41,4.29,353,62,100,24,2,20,57,9,4,5,2,44,80,7,5,0.283
1999,HAN,DJ,53,2081,1865,485,487,70,27,9,180,378,266,241,4.47,1744,286,497,101,8,79,270,61,18,24,19,211,328,45,34,0.285
1999,HAN,MU,9,376,320,80,99,18,6,2,48,44,68,67,7.54,336,60,98,20,2,22,56,8,5,1,0,35,59,9,5,0.292
1999,HAN,SJ,9,357,310,750.33,97,10,4,3,40,55,64,54,6.45,313,45,93,17,1,12,45,8,3,5,3,20,51,10,16,0.297
1999,HAN,IC,9,329,282,790.33,64,12,10,0,37,53,36,33,3.74,312,51,85,25,1,10,46,11,6,5,3,37,75,7,8,0.272
1999,HAN,JS,19,705,632,1600.33,171,12,9,4,60,98,89,75,4.21,628,88,154,20,5,16,83,15,15,10,4,85,137,15,23,0.245
1999,HAN,JJ,3,111,98,25,26,3,4,1,7,22,20,14,5.04,101,19,34,3,4,4,18,2,4,3,5,11,15,1,3,0.337
1999,HAN,CJ,13,540,473,117,141,28,8,2,57,88,100,94,7.23,454,86,147,27,3,29,80,10,11,4,2,53,68,11,10,0.324
1999,LOT,GS,3,106,97,240.66,27,2,1,0,8,21,13,13,4.74,93,8,22,6,0,1,8,1,4,3,2,6,9,1,2,0.237
1999,LOT,DG,9,352,299,78,81,16,6,4,43,58,54,51,5.88,321,65,97,17,1,17,64,4,5,7,7,39,45,6,9,0.302
1999,LOT,DJ,6,204,181,54,37,3,3,2,18,42,13,11,1.83,208,23,46,8,3,7,22,5,1,4,0,18,45,4,3,0.221
1999,LOT,MS,12,501,432,112,129,15,12,4,53,78,67,63,5.06,406,42,99,15,4,9,37,2,8,5,2,37,71,13,9,0.244
1999,LOT,MU,10,383,340,880.33,88,21,5,2,36,69,57,54,5.5,345,60,96,20,0,18,57,7,4,10,5,46,65,8,6,0.278
1999,LOT,SJ,54,2045,1808,4860.33,451,56,31,17,189,357,240,222,4.11,1757,318,534,121,17,51,294,50,29,39,20,239,319,40,36,0.304
1999,LOT,SW,2,68,64,18,13,2,0,0,4,13,3,2,1,76,14,30,3,1,3,14,2,3,2,2,9,14,1,2,0.395
1999,LOT,IC,8,306,261,70,59,13,3,0,42,51,37,34,4.37,287,44,84,16,0,11,42,5,3,6,4,24,72,6,6,0.293
1999,LOT,JS,19,699,622,1670.66,165,10,10,7,60,113,70,64,3.44,680,118,203,40,8,13,113,14,8,17,7,90,130,8,14,0.299
1999,LOT,JJ,6,225,195,54,42,3,6,2,22,39,21,18,3,219,47,71,12,0,11,44,5,3,5,3,22,26,5,5,0.324
1999,LOT,CJ,3,113,102,25,33,5,1,0,10,11,15,15,5.4,106,14,27,4,0,4,14,3,0,1,0,7,19,0,0,0.255
1999,DOO,GS,3,111,100,280.33,20,1,2,1,8,18,7,7,2.22,98,9,20,3,0,0,9,4,2,4,1,17,13,3,2,0.204
1999,DOO,DG,9,381,326,780.33,108,17,6,5,44,61,75,73,8.39,326,49,94,22,0,10,49,13,0,6,1,38,54,8,7,0.288
1999,DOO,DJ,9,339,302,79,83,13,2,2,33,53,48,40,4.56,330,61,92,17,1,19,58,9,1,0,3,41,58,10,8,0.279
1999,DOO,MS,3,107,100,280.33,22,2,1,0,6,14,8,7,2.22,113,24,36,4,1,8,24,3,1,3,2,12,18,4,1,0.319
1999,DOO,MU,10,372,328,87,80,18,2,0,42,64,41,38,3.93,334,46,84,16,0,13,45,7,7,7,4,28,48,7,6,0.251
1999,DOO,SJ,7,255,208,57,62,6,10,2,35,34,38,36,5.68,221,20,45,9,0,3,19,7,0,3,0,23,44,12,4,0.204
1999,DOO,SW,4,158,131,34,41,8,7,2,18,26,23,22,5.82,143,15,42,8,0,4,14,4,1,3,2,14,20,8,4,0.294
1999,DOO,IC,6,244,200,57,46,6,6,2,36,42,23,21,3.32,216,38,60,9,3,9,36,5,2,7,1,31,29,7,4,0.278
1999,DOO,JS,75,2976,2575,682,680,57,32,22,347,478,368,336,4.43,2586,422,765,119,25,63,403,76,25,38,23,285,392,60,64,0.296
1999,DOO,JJ,6,239,210,57,50,5,4,1,24,47,26,25,3.95,220,37,67,11,1,12,36,8,5,3,4,38,17,7,5,0.305
1999,SAM,DG,66,2711,2352,613,644,94,40,23,296,465,367,338,4.96,2238,402,628,98,9,120,385,82,18,34,20,309,470,44,37,0.281
1999,SAM,DJ,10,368,325,84,89,15,5,3,35,81,47,46,4.93,332,47,78,11,0,19,47,9,5,5,2,38,89,5,1,0.235
1999,SAM,MS,2,79,71,18,19,2,0,1,7,17,11,9,4.5,73,13,21,4,1,3,13,0,2,1,0,9,10,0,4,0.288
1999,SAM,MU,9,365,321,77,95,18,2,1,41,79,62,59,6.9,348,73,111,26,0,15,68,9,2,4,2,36,70,4,6,0.319
1999,SAM,SJ,7,284,254,620.66,79,7,2,3,25,50,46,45,6.46,246,34,64,13,0,9,32,5,3,5,3,20,62,3,2,0.26
1999,SAM,SW,6,257,221,580.33,57,3,6,2,28,39,29,25,3.86,215,29,57,13,0,3,26,6,4,11,4,26,47,2,6,0.265
1999,SAM,IC,3,114,95,26,24,3,4,0,15,21,13,11,3.81,94,11,24,2,0,2,11,2,3,2,0,26,23,7,1,0.255
1999,SAM,JS,19,773,683,1690.66,201,11,9,6,75,113,120,102,5.41,662,88,164,18,4,17,81,18,8,12,7,73,141,16,23,0.248
1999,SAM,JJ,10,381,329,87,87,4,5,7,40,64,53,50,5.17,347,51,97,17,0,19,49,9,2,5,3,42,52,9,5,0.28
1999,HYU,GS,6,216,195,53,49,7,3,2,16,49,22,21,3.57,222,56,71,14,1,11,56,4,5,5,1,29,35,2,3,0.32
1999,HYU,DG,9,317,287,76,79,16,5,1,24,66,38,37,4.38,319,49,94,18,0,9,47,6,4,8,2,41,61,7,4,0.295
1999,HYU,DJ,9,349,299,80,85,10,6,4,40,59,39,34,3.83,318,46,91,15,4,8,43,15,4,12,3,30,58,4,5,0.286
1999,HYU,MS,1,35,32,9,7,1,0,0,3,5,1,1,1,32,3,11,1,0,0,2,0,1,1,1,2,3,2,0,0.344
1999,HYU,MU,10,409,353,870.33,115,11,8,3,45,59,56,50,5.15,338,59,93,13,0,13,57,11,4,6,5,56,50,15,6,0.275
1999,HYU,SJ,9,335,287,74,99,9,10,4,34,52,55,51,6.2,289,40,66,13,1,5,37,6,3,11,4,46,56,7,5,0.228
1999,HYU,SW,17,724,619,162,181,13,19,9,77,122,87,78,4.33,579,86,157,10,1,17,82,12,10,21,8,86,102,8,19,0.271
1999,HYU,IC,49,1962,1703,445,459,54,33,10,216,379,254,232,4.69,1588,243,409,75,5,62,227,42,26,45,10,243,293,25,47,0.258
1999,HYU,JS,19,726,643,166,170,20,11,5,67,94,86,77,4.17,660,102,185,25,5,14,89,11,8,13,7,93,107,16,16,0.28
1999,HYU,JJ,3,115,98,29,24,0,4,2,11,25,8,6,1.86,111,15,33,3,1,4,12,2,0,5,1,9,15,2,1,0.297
1999,LG,GS,3,115,104,27,26,0,1,1,9,14,14,10,3.33,114,25,38,3,1,4,22,2,1,0,1,11,16,4,5,0.333
1999,LG,DG,10,402,351,87,105,21,2,3,46,72,71,69,7.14,360,63,97,26,2,18,59,3,3,4,3,39,73,7,8,0.269
1999,LG,DJ,6,241,205,49,68,12,2,5,29,35,50,47,8.63,220,42,67,13,0,8,39,5,2,2,0,17,43,6,5,0.305
1999,LG,MS,2,85,75,19,22,2,0,0,10,9,9,8,3.79,83,15,27,3,0,4,15,4,0,1,1,10,17,0,1,0.325
1999,LG,MU,9,343,290,75,81,17,6,1,46,57,53,51,6.12,326,47,95,18,2,12,45,6,2,3,1,28,49,7,3,0.291
1999,LG,SJ,7,259,217,61,51,6,7,1,34,45,27,26,3.84,240,34,62,14,1,11,34,7,2,4,4,27,39,2,2,0.258
1999,LG,IC,9,355,295,75,87,11,9,4,47,51,57,49,5.88,320,47,90,18,1,8,46,2,0,4,1,39,81,5,7,0.281
1999,LG,JS,75,3006,2612,6730.33,751,70,52,21,321,477,427,391,5.23,2520,390,698,103,29,63,361,62,20,34,25,289,399,56,49,0.277
1999,LG,JJ,7,266,231,60,63,5,2,1,32,31,37,32,4.8,244,46,71,12,4,9,44,2,1,4,6,27,30,4,5,0.291
1999,LG,CJ,4,164,147,35,47,13,1,1,15,22,28,25,6.43,147,35,42,8,0,8,35,6,1,1,1,19,25,0,4,0.286
1999,HAE,GS,2,66,64,17,14,2,1,0,1,10,6,6,3.18,77,16,27,2,1,2,16,2,1,0,0,11,14,2,1,0.351
1999,HAE,DG,9,365,309,810.66,79,18,4,3,49,69,51,43,4.74,314,43,78,6,2,15,40,5,7,4,4,41,73,8,10,0.248
1999,HAE,DJ,6,219,195,49,67,12,3,2,19,27,38,36,6.61,197,17,40,5,0,4,16,5,4,3,1,24,35,1,3,0.203
1999,HAE,MS,1,37,33,9,8,0,1,0,3,8,4,3,3,31,5,11,2,0,0,5,1,1,3,0,8,6,1,1,0.355
1999,HAE,MU,66,2680,2348,604,662,107,40,20,272,403,393,362,5.39,2282,417,663,98,2,127,395,57,16,33,12,304,427,47,67,0.291
1999,HAE,SJ,9,348,291,73,89,8,5,4,48,45,53,49,6.04,302,55,80,20,2,14,53,2,0,1,3,37,52,9,10,0.265
1999,HAE,SW,3,113,90,26,21,1,3,2,18,13,13,13,4.5,108,17,31,8,0,0,15,3,1,3,0,18,29,1,2,0.287
1999,HAE,IC,7,267,227,60,59,8,4,2,34,43,38,35,5.25,237,30,58,13,1,8,29,0,2,7,0,35,52,7,7,0.245
1999,HAE,JS,19,736,639,1620.66,182,19,5,6,86,103,106,91,5.03,658,108,184,26,4,23,98,17,12,7,5,87,122,22,15,0.28
1999,HAE,JJ,7,254,230,61,56,1,2,0,22,43,20,17,2.51,235,32,59,19,0,8,31,5,1,5,1,31,39,4,5,0.251
1999,HAE,CJ,3,113,97,25,30,6,2,0,14,18,21,21,7.56,108,25,33,5,0,9,25,1,3,2,0,17,22,2,3,0.306
1999,SSB,GS,24,952,842,218,238,23,14,9,87,121,148,137,5.66,784,78,184,27,8,15,73,19,7,9,6,54,160,14,18,0.235
1999,SSB,DG,10,425,348,89,104,17,6,3,68,64,71,67,6.78,359,36,84,11,2,5,36,9,3,6,4,54,79,4,4,0.234
1999,SSB,DJ,7,278,237,590.66,68,14,3,1,37,31,51,46,6.94,260,30,73,12,0,5,28,8,2,1,0,12,50,5,5,0.281
1999,SSB,MS,3,107,95,27,21,2,3,1,8,18,9,8,2.67,100,7,23,6,0,0,6,2,3,3,0,12,24,1,3,0.23
1999,SSB,MU,9,383,330,780.66,105,24,4,3,46,55,80,71,8.12,321,48,85,10,2,14,48,12,1,9,3,43,62,7,15,0.265
1999,SSB,SJ,6,217,190,49,57,5,1,3,23,38,35,32,5.88,197,12,41,12,0,2,11,2,3,2,0,16,53,2,5,0.208
1999,SSB,SW,2,98,73,180.33,25,3,5,2,18,11,18,17,8.35,77,12,21,1,1,3,12,4,1,0,1,10,12,0,2,0.273
1999,SSB,IC,7,271,228,580.33,70,9,9,2,32,32,39,38,5.86,237,33,58,14,2,6,33,3,3,2,1,24,47,4,3,0.245
1999,SSB,JS,19,709,612,1560.66,185,18,16,10,71,80,106,94,5.4,624,56,152,17,6,8,52,19,6,13,3,85,128,10,14,0.244
1999,SSB,JJ,42,1710,1477,383,432,67,30,23,180,194,247,228,5.36,1391,185,348,60,7,21,175,45,19,27,14,158,271,20,33,0.25
1999,SSB,CJ,3,123,108,26,37,5,0,1,14,17,22,17,5.88,112,26,39,7,0,7,22,3,2,4,1,14,22,1,8,0.348
2000,HYU,DG,10,387,339,88,86,12,5,1,42,89,51,43,4.4,342,81,100,15,2,21,75,8,5,8,5,68,67,9,9,0.292
2000,HYU,DJ,10,396,352,89,97,11,0,4,40,92,55,50,5.06,371,103,119,19,1,42,98,9,4,5,5,54,63,9,8,0.321
2000,HYU,MS,2,69,60,17,11,1,1,0,8,17,5,3,1.59,68,8,19,5,0,3,8,0,1,1,0,6,7,3,4,0.279
2000,HYU,MU,9,326,291,80,71,2,3,1,30,71,24,23,2.59,323,58,86,17,2,18,55,12,4,4,0,41,65,2,3,0.266
2000,HYU,SJ,8,310,287,74,71,8,3,1,19,60,38,34,4.14,295,52,84,17,1,9,45,7,6,3,4,50,56,5,13,0.285
2000,HYU,SW,66,2496,2201,598,538,44,33,16,246,500,251,233,3.51,2125,323,569,111,13,85,311,49,25,34,16,265,469,36,38,0.268
2000,HYU,IC,9,329,293,79,72,7,2,2,32,63,38,33,3.76,331,74,102,28,2,18,74,6,2,3,6,45,55,7,8,0.308
2000,HYU,JS,19,701,621,1640.66,165,10,7,5,68,105,66,62,3.39,626,78,166,34,4,12,70,13,9,16,10,113,123,18,12,0.265
2000,DOO,DG,9,367,320,74,106,22,2,1,44,49,78,69,8.39,337,56,112,14,1,13,50,4,4,0,1,49,39,15,10,0.332
2000,DOO,DJ,10,391,344,84,115,16,2,7,38,65,67,67,7.18,342,59,90,19,1,17,56,8,0,4,6,41,60,9,4,0.263
2000,DOO,MS,2,77,69,18,17,1,0,0,8,5,8,6,3,73,11,18,1,0,6,10,0,0,1,0,7,8,0,2,0.247
2000,DOO,MU,9,322,287,78,67,8,1,2,32,45,32,29,3.35,333,63,108,19,2,13,61,3,0,2,3,37,36,9,8,0.324
2000,DOO,SJ,8,310,256,67,73,5,10,2,42,35,42,38,5.1,265,16,59,9,1,4,15,11,2,1,0,28,54,12,6,0.223
2000,DOO,SW,9,336,293,760.66,76,9,2,1,40,67,41,39,4.58,308,37,71,10,1,11,34,8,2,3,1,36,44,6,7,0.231
2000,DOO,IC,10,372,335,89,82,7,2,2,33,56,38,34,3.44,374,76,119,22,1,16,75,10,1,3,5,54,50,8,8,0.318
2000,DOO,JS,76,2972,2560,686,654,36,44,32,336,507,310,268,3.52,2558,376,748,111,14,70,360,71,20,29,31,281,393,60,69,0.292
2000,SAM,DG,67,2691,2332,609,637,76,30,25,303,453,364,329,4.86,2250,391,610,114,9,93,371,39,17,17,26,293,473,38,45,0.271
2000,SAM,DJ,7,269,228,59,63,13,4,1,36,55,39,37,5.64,237,27,60,15,0,10,26,2,1,2,1,16,54,4,3,0.253
2000,SAM,MS,2,84,69,180.33,17,0,2,0,13,14,5,2,0.98,64,3,13,2,0,1,3,1,1,2,0,3,15,2,2,0.203
2000,SAM,MU,9,343,290,79,69,10,2,4,47,56,45,42,4.78,325,62,94,10,1,18,61,7,1,3,4,40,64,11,4,0.289
2000,SAM,SJ,8,309,266,69,77,4,2,4,37,44,38,37,4.83,291,56,86,22,1,12,53,7,5,4,0,36,53,7,6,0.296
2000,SAM,SW,9,330,282,78,68,5,7,2,39,67,32,30,3.46,289,32,66,16,1,8,32,3,3,6,2,30,84,7,4,0.228
2000,SAM,IC,9,362,314,810.66,84,4,6,3,39,64,44,35,3.86,327,64,95,21,0,17,60,7,4,5,3,53,64,6,9,0.291
2000,SAM,JS,19,729,636,1640.33,186,12,10,6,76,105,88,83,4.55,664,94,174,40,3,15,87,12,4,7,7,88,140,17,6,0.262
2000,SAM,CJ,3,112,99,26,32,6,1,1,11,22,15,15,5.19,99,15,25,6,0,3,15,2,1,1,0,17,20,5,0,0.253
2000,LG,DG,10,377,332,830.66,97,14,1,6,38,52,61,58,6.24,338,53,93,20,0,16,52,3,3,4,8,44,63,8,4,0.275
2000,LG,DJ,9,347,311,77,91,20,1,3,32,63,55,51,5.96,328,59,99,15,1,17,56,12,1,4,0,51,52,9,7,0.302
2000,LG,MU,9,335,296,780.33,72,7,0,1,38,62,29,27,3.1,312,44,83,15,1,14,42,8,2,7,0,43,54,8,7,0.266
2000,LG,SJ,10,379,342,870.33,99,5,5,0,32,67,50,47,4.84,359,69,107,25,5,8,65,5,4,9,4,44,73,6,4,0.298
2000,LG,SW,10,361,319,84,84,14,3,4,35,80,49,48,5.14,334,45,89,15,1,6,43,8,5,6,2,48,73,7,6,0.266
2000,LG,IC,9,334,300,770.66,82,3,7,4,23,52,44,36,4.17,316,58,91,20,0,18,56,7,2,5,3,37,52,8,6,0.288
2000,LG,JS,76,2994,2608,6970.66,672,50,47,27,312,510,343,319,4.12,2545,359,677,117,14,43,333,54,26,49,29,341,438,47,62,0.266
2000,LOT,DG,9,318,271,80,51,7,3,4,40,62,27,27,3.04,305,40,79,16,1,9,39,7,5,7,1,40,49,6,4,0.259
2000,LOT,DJ,10,348,322,89,63,13,1,1,24,85,24,21,2.12,344,53,89,17,3,6,47,14,3,3,3,43,64,7,6,0.259
2000,LOT,MS,15,626,567,148,152,24,11,2,46,93,77,67,4.07,522,48,119,21,2,8,38,9,6,11,1,65,97,17,15,0.228
2000,LOT,MU,10,369,318,85,79,5,7,1,43,61,40,34,3.6,347,50,85,13,1,13,45,5,2,6,1,50,62,6,7,0.245
2000,LOT,SJ,52,2087,1830,477,498,39,28,9,220,369,261,242,4.57,1770,269,495,100,10,38,251,34,18,34,13,208,299,32,46,0.28
2000,LOT,SW,9,324,292,760.33,74,17,4,1,27,76,45,44,5.19,301,29,69,12,1,6,28,7,6,5,1,28,70,5,7,0.229
2000,LOT,IC,10,369,318,87,78,13,8,2,41,70,49,46,4.76,362,57,101,8,1,18,55,5,3,3,0,25,65,8,5,0.279
2000,LOT,JS,18,642,575,1540.33,141,11,9,4,54,101,56,53,3.09,606,57,149,19,7,6,50,11,5,13,4,56,125,11,12,0.246
2000,HAE,DG,10,403,357,870.66,106,15,2,4,40,82,65,62,6.37,362,55,96,16,2,6,49,16,3,3,6,48,78,6,9,0.265
