name,year,team,TBF,IP,HA,HRA,BBA,HBPA,SOA,RA,ER,ERA,WHIP,SOAPER,BBAPER,LOBPER
진해수,2012,KIA,158,41,48,3,19,2,24,29,24,5.27,1.63,2.667,2.111,0.694
진해수,2013,SK,189,48.667,52,4,25,5,40,34,30,5.55,1.58,4.444,2.778,0.681
진해수,2014,SK,204,49,67,8,27,3,37,39,39,7.16,1.92,4.111,3,0.676
차우찬,2010,삼성,457,126.333,106,5,51,5,112,35,30,2.14,1.24,12.444,5.667,0.852
차우찬,2011,삼성,572,148.667,156,22,62,3,114,75,61,3.69,1.47,12.667,6.889,0.841
차우찬,2012,삼성,314,83.667,83,11,48,1,52,59,56,6.02,1.57,5.778,5.333,0.652
차우찬,2013,삼성,431,121.333,100,6,67,6,111,48,44,3.26,1.38,12.333,7.444,0.784
차우찬,2014,삼성,323,82,86,9,42,2,79,57,51,5.6,1.56,8.778,4.667,0.673
차정민,2010,KIA,5,1.667,1,0,1,0,1,1,0,0,1.2,0.111,0.111,1
차정민,2011,KIA,77,19.333,22,7,8,1,12,14,14,6.52,1.55,1.333,0.889,0.802
찰리,2013,NC,685,189,175,6,60,14,116,60,52,2.48,1.24,12.889,6.667,0.819
찰리,2014,NC,633,165.333,184,13,55,9,92,90,70,3.81,1.45,10.222,6.111,0.775
채병용,2012,SK,240,62.667,67,3,22,1,42,22,22,3.16,1.42,4.667,2.444,0.793
채병용,2013,SK,81,20.333,30,2,16,3,12,18,18,7.97,2.26,1.333,1.778,0.671
채병용,2014,SK,519,130,151,27,49,8,87,94,92,6.37,1.54,9.667,5.444,0.682
최금강,2013,NC,132,33.667,32,0,20,4,33,17,16,4.28,1.54,3.667,2.222,0.714
최금강,2014,NC,22,5,9,0,2,0,4,5,5,9,2.2,0.444,0.222,0.545
최대성,2012,롯데,249,67.667,65,5,24,5,50,31,27,3.59,1.32,5.556,2.667,0.77
최대성,2013,롯데,41,9.333,13,1,6,0,9,8,6,5.79,2.04,1,0.667,0.739
최대성,2014,롯데,167,45.333,41,1,25,3,43,17,13,2.58,1.46,4.778,2.778,0.828
최동환,2010,LG,0,0,0,0,2,0,0,0,0,NA,NA,0,0.222,1
최동환,2014,LG,9,2.333,2,1,3,0,2,3,3,11.57,2.14,0.222,0.333,0.556
최병욱,2014,두산,68,16.333,24,4,7,0,9,12,12,6.61,1.9,1,0.778,0.748
최성민,2010,LG,104,32.667,22,1,28,3,17,16,14,3.86,1.53,1.889,3.111,0.756
최성민,2011,LG,77,21.333,18,0,23,3,12,8,8,3.38,1.92,1.333,2.556,0.818
최성훈,2012,LG,279,73.333,85,5,30,4,23,39,36,4.42,1.57,2.556,3.333,0.741
최성훈,2013,LG,11,2,4,1,0,1,2,1,1,4.5,2,0.222,0,1.111
최영필,2010,한화,230,54.333,84,13,22,3,26,46,45,7.45,1.95,2.889,2.444,0.705
최영필,2012,SK,199,53,52,7,10,2,40,27,27,4.58,1.17,4.444,1.111,0.683
최영필,2013,SK,69,17.333,24,2,8,1,11,15,12,6.23,1.85,1.222,0.889,0.695
최영필,2014,KIA,206,53.667,52,6,15,1,45,25,19,3.19,1.25,5,1.667,0.822
최영환,2014,한화,250,64.667,76,9,43,6,42,54,51,7.1,1.84,4.667,4.778,0.658
최우석,2012,한화,21,5.667,4,0,3,1,2,3,2,3.18,1.24,0.222,0.333,0.75
최원재,2010,SK,4,0.667,2,0,0,1,1,1,1,13.5,3,0.111,0,0.667
최원재,2011,SK,4,1.333,1,0,0,0,1,0,0,0,0.75,0.111,0,1
최원제,2012,삼성,3,1,0,0,0,0,0,0,0,0,0,0,0,NA
최원제,2013,삼성,10,2.333,4,0,2,1,1,2,2,7.71,2.57,0.111,0.222,0.714
최인영,2011,LG,10,2.333,4,0,2,0,1,3,3,11.57,2.57,0.111,0.222,0.5
최진호,2011,한화,12,2.667,4,0,3,1,3,3,3,10.13,2.63,0.333,0.333,0.625
최향남,2012,KIA,75,20.333,19,0,6,1,20,10,9,3.98,1.23,2.222,0.667,0.654
최향남,2013,KIA,111,30.333,28,2,8,1,24,16,15,4.45,1.19,2.667,0.889,0.643
최현정,2014,KIA,32,7.333,12,1,4,0,2,8,8,9.82,2.18,0.222,0.444,0.548
최현진,2011,두산,15,4.667,1,1,4,1,3,5,5,9.64,1.07,0.333,0.444,0.217
카도쿠,2010,SK,573,153.667,146,14,52,6,143,65,55,3.22,1.29,15.889,5.778,0.808
카도쿠,2011,삼성,334,86.333,92,9,31,5,62,55,39,4.07,1.42,6.889,3.444,0.771
카리대,2013,삼성,15,2.333,8,0,6,0,1,7,7,27,6,0.111,0.667,0.5
카페얀,2010,한화,244,59,87,9,41,5,33,63,60,9.15,2.17,3.667,4.556,0.606
코리,2011,롯데,277,72.333,83,8,10,4,48,41,34,4.23,1.29,5.333,1.111,0.734
콜론,2010,KIA,393,103.667,97,6,41,9,57,51,45,3.91,1.33,6.333,4.556,0.736
크루세,2010,삼성,375,97.667,106,8,54,5,78,62,57,5.25,1.64,8.667,6,0.702
클레이,2014,한화,169,40,62,8,25,3,20,40,37,8.33,2.18,2.222,2.778,0.673
탈보트,2012,삼성,512,138.333,136,8,54,5,68,63,61,3.97,1.37,7.556,6,0.729
토마스,2014,KIA,186,46.667,55,3,19,1,51,26,23,4.44,1.59,5.667,2.111,0.734
트레비,2011,KIA,471,126.667,120,13,62,3,115,59,49,3.48,1.44,12.778,6.889,0.815
티포드,2014,LG,387,99.667,105,9,51,6,85,64,58,5.24,1.57,9.444,5.667,0.696
페르난,2011,두산,301,78.333,96,5,44,5,66,54,53,6.09,1.79,7.333,4.889,0.667
프록터,2012,두산,204,55.333,43,0,21,1,46,15,11,1.79,1.16,5.111,2.333,0.831
하영민,2014,넥센,255,62.333,84,9,28,0,43,52,50,7.22,1.8,4.778,3.111,0.624
하준호,2010,롯데,17,3,9,2,5,1,2,9,8,24,4.67,0.222,0.556,0.574
한기주,2011,KIA,112,28.667,31,0,11,1,20,13,13,4.08,1.47,2.222,1.222,0.698
한기주,2012,KIA,75,19.667,20,1,8,2,13,8,7,3.2,1.42,1.444,0.889,0.804
한승혁,2013,KIA,81,19,24,0,8,2,15,10,10,4.74,1.68,1.667,0.889,0.706
한승혁,2014,KIA,220,58.667,62,5,48,3,54,47,47,7.21,1.88,6,5.333,0.623
한현희,2012,넥센,241,69.333,54,4,22,11,54,26,24,3.12,1.1,6,2.444,0.774
한현희,2013,넥센,249,67.333,64,7,25,8,56,27,24,3.21,1.32,6.222,2.778,0.837
한현희,2014,넥센,304,78.667,75,6,31,4,83,30,28,3.2,1.35,9.222,3.444,0.807
한희,2010,LG,82,20,23,6,11,3,17,18,18,8.1,1.7,1.889,1.222,0.664
한희,2011,LG,237,67.333,47,3,22,7,51,19,17,2.27,1.02,5.667,2.444,0.822
한희,2012,LG,80,20.333,24,3,6,2,11,12,12,5.31,1.48,1.222,0.667,0.719
함덕주,2013,두산,10,1.333,6,0,2,0,2,5,5,33.75,6,0.222,0.222,0.375
함덕주,2014,두산,95,26.333,24,2,12,1,23,13,13,4.44,1.37,2.556,1.333,0.702
해커,2013,NC,664,178.333,163,12,50,17,127,83,72,3.63,1.19,14.111,5.556,0.741
해커,2014,NC,656,172.667,169,14,62,14,112,86,77,4.01,1.34,12.444,6.889,0.745
핸킨스,2013,두산,242,60.667,79,5,21,3,30,42,42,6.23,1.65,3.333,2.333,0.635
허건엽,2014,SK,16,5,3,0,2,0,1,0,0,0,1,0.111,0.222,1
허유강,2010,한화,187,46.333,65,5,20,8,25,45,39,7.58,1.83,2.778,2.222,0.628
허유강,2014,한화,4,0.667,2,1,0,0,0,1,1,13.5,3,0,0,1.667
허준혁,2010,롯데,151,40,43,5,22,3,30,22,19,4.28,1.63,3.333,2.444,0.803
허준혁,2011,롯데,66,18.667,13,1,8,3,8,10,10,4.82,1.13,0.889,0.889,0.619
허준혁,2012,SK,61,16.333,17,1,13,1,7,7,7,3.86,1.84,0.778,1.444,0.811
허준혁,2012,롯데,25,7.667,4,0,2,0,2,0,0,0,0.78,0.222,0.222,1
허준혁,2013,롯데,60,17.667,14,1,10,2,13,9,9,4.58,1.36,1.444,1.111,0.691
허준혁,2014,두산,32,6.333,17,1,4,2,3,10,10,14.21,3.32,0.333,0.444,0.602
허준혁,2014,롯데,8,2,3,0,1,1,1,3,2,9,2,0.111,0.111,0.6
홀튼,2014,KIA,353,93.667,96,10,48,3,58,54,50,4.8,1.54,6.444,5.333,0.729
홍건희,2011,KIA,22,5.333,7,0,2,1,3,4,4,6.75,1.69,0.333,0.222,0.6
홍상삼,2010,두산,374,96.667,102,17,49,5,86,74,69,6.42,1.56,9.556,5.444,0.658
홍상삼,2011,두산,83,21.333,26,6,10,2,5,16,15,6.33,1.69,0.556,1.111,0.777
홍상삼,2012,두산,225,65.333,35,2,29,2,69,18,14,1.93,0.98,7.667,3.222,0.823
홍상삼,2013,두산,256,72,51,8,45,2,77,22,20,2.5,1.33,8.556,5,0.899
홍상삼,2014,두산,86,21,26,4,20,2,17,21,20,8.57,2.19,1.889,2.222,0.66
홍성민,2012,KIA,210,56,61,5,25,5,32,22,21,3.38,1.54,3.556,2.778,0.833
홍성민,2013,롯데,182,48.667,54,3,18,3,22,20,17,3.14,1.48,2.444,2,0.819
홍성민,2014,롯데,143,36,42,7,12,0,11,23,19,4.75,1.5,1.222,1.333,0.792
홍성용,2014,NC,47,12.667,12,1,8,1,5,7,6,4.26,1.58,0.556,0.889,0.765
황덕균,2013,NC,1,0,1,0,1,1,0,2,2,NA,NA,0,0.111,0.333
황영국,2014,한화,4,1,2,0,1,0,0,1,1,9,3,0,0.111,0.667
황재규,2010,한화,41,9,15,0,9,0,6,10,10,10,2.67,0.667,1,0.583
황재규,2013,한화,138,34.667,37,2,6,2,25,19,16,4.15,1.24,2.778,0.667,0.687
황재규,2014,한화,39,8.333,17,1,5,1,3,16,16,17.28,2.64,0.333,0.556,0.324
히메네,2010,두산,562,152,139,7,62,9,87,65,56,3.32,1.32,9.667,6.889,0.769
