NAME,YEAR,TEAM,G,ABA,AB,R,H,_2B,_3B,HR,TB,RBI,BB,IBB,HBP,SO,SH,SF,SB,CS,GIDP,E,AVG,SLG,OBP,OPS,SBR,pos3,pos4,pos5,pos6,pos2,pos8
엄태용,2014,HAN,17,17,17,2,3,1,0,0,4,2,0,0,0,5,0,0,0,0,0,0,0.176,0.235,0.176,0.411,,,,,,17,
연경흠,2012,HAN,42,71,62,3,11,2,0,1,16,5,9,1,0,16,0,0,0,0,2,0,0.177,0.258,0.282,0.54,,,,,,,22
연경흠,2013,HAN,4,6,6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,2
오넬리,2011,HAN,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
오두철,2014,KIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,
오선진,2010,HAN,108,240,221,24,44,5,0,0,49,14,12,0,2,57,5,0,7,2,7,2,0.199,0.222,0.247,0.469,0.778,,43,41,48,,
오선진,2011,HAN,68,120,107,15,22,3,0,0,25,7,5,0,4,21,3,1,3,3,3,5,0.206,0.234,0.265,0.499,0.5,,34,24,15,,
오선진,2012,HAN,110,446,399,33,105,18,3,3,138,41,25,0,7,65,13,2,14,9,7,6,0.263,0.346,0.316,0.662,0.609,,4,105,3,,
오선진,2013,HAN,92,296,256,31,59,8,2,2,77,26,23,0,10,49,4,3,5,2,12,4,0.23,0.301,0.315,0.616,0.714,7,11,70,1,,
오승택,2011,LOT,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
오승택,2014,LOT,57,50,45,10,11,3,0,1,17,5,5,0,0,18,0,0,2,1,0,3,0.244,0.378,0.32,0.698,0.667,1,2,7,26,,
오윤,2010,NEX,37,69,61,6,11,3,0,1,17,4,8,0,0,16,0,0,0,1,2,0,0.18,0.279,0.275,0.554,0,,,,,,8
오윤,2011,NEX,57,149,130,12,32,7,1,2,47,18,15,0,2,34,2,0,1,1,5,1,0.246,0.362,0.333,0.695,0.5,,,,,,30
오윤,2012,NEX,94,208,173,16,40,3,1,3,54,20,29,0,3,41,3,0,5,2,7,1,0.231,0.312,0.351,0.663,0.714,,,,,,63
오윤,2013,NEX,67,143,117,14,34,5,0,0,39,17,20,0,3,29,1,2,0,0,3,0,0.291,0.333,0.401,0.734,,,,,,,39
오윤,2014,NEX,6,7,6,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0.143,0.143,,,,,,,6
오장훈,2012,DOO,10,19,18,0,2,1,0,0,3,0,1,0,0,6,0,0,0,0,2,0,0.111,0.167,0.158,0.325,,4,,,,,
오장훈,2014,DOO,1,5,5,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0.2,0.2,0.2,0.4,,1,,,,,
오재원,2010,DOO,123,421,384,59,106,17,3,0,129,37,29,1,4,76,2,2,35,10,5,14,0.276,0.336,0.332,0.668,0.778,62,59,29,,,
오재원,2011,DOO,129,529,466,73,129,18,4,6,173,46,39,0,9,62,12,3,46,7,6,11,0.277,0.371,0.342,0.713,0.868,65,91,11,14,,
오재원,2012,DOO,77,213,188,29,53,7,3,0,66,17,17,1,0,43,6,2,14,2,4,2,0.282,0.351,0.338,0.689,0.875,57,18,,,,
오재원,2013,DOO,113,375,308,54,80,14,7,7,129,44,49,2,6,62,7,5,33,11,6,7,0.26,0.419,0.367,0.786,0.75,60,67,5,,,
오재원,2014,DOO,110,420,359,60,114,21,6,5,162,40,50,2,2,61,9,0,33,7,7,7,0.318,0.451,0.404,0.855,0.825,25,98,10,4,,
오재일,2010,NEX,39,67,60,1,8,4,0,1,15,9,4,0,1,16,2,0,0,0,6,1,0.133,0.25,0.2,0.45,,14,,,,,
오재일,2011,NEX,46,118,100,13,23,5,0,1,31,11,15,1,1,24,1,1,2,0,2,3,0.23,0.31,0.333,0.643,1,17,,,,,
오재일,2012,DOO,87,228,212,16,43,8,0,8,75,25,10,0,0,58,2,4,0,0,3,0,0.203,0.354,0.235,0.589,,40,,,,,
오재일,2013,DOO,55,144,117,16,35,12,0,3,56,28,20,2,3,28,1,3,0,1,0,1,0.299,0.479,0.406,0.885,0,45,,,,,
오재일,2014,DOO,75,155,132,10,32,7,0,3,48,18,20,0,1,39,0,2,1,1,1,4,0.242,0.364,0.342,0.706,0.5,59,,,,,
오재필,2011,HAN,54,98,86,14,19,3,1,2,30,14,6,0,3,36,3,0,8,1,1,1,0.221,0.349,0.295,0.644,0.889,,,,,,45
오재필,2012,HAN,46,83,70,10,15,1,0,1,19,5,9,0,1,26,3,0,6,1,0,0,0.214,0.271,0.313,0.584,0.857,,,,,,43
오재필,2013,HAN,9,17,16,0,2,0,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0.125,0.125,0.176,0.301,,,,,,,9
오정복,2010,SAM,100,263,221,39,60,10,1,7,93,36,25,0,4,40,9,4,1,4,4,1,0.271,0.421,0.35,0.771,0.2,,,,,,86
오정복,2011,SAM,24,28,26,4,5,1,0,0,6,3,1,0,0,6,1,0,0,0,0,0,0.192,0.231,0.222,0.453,,,,,,,17
오정복,2014,NC,47,79,69,9,16,4,0,0,20,7,7,0,1,9,0,2,2,0,2,0,0.232,0.29,0.304,0.594,1,,,,,,29
오준혁,2011,HAN,2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,2
오준혁,2012,HAN,10,16,15,1,2,0,0,0,2,2,0,0,1,3,0,0,0,0,1,0,0.133,0.133,0.188,0.321,,,,,,,5
오지환,2010,LG,125,417,352,59,85,13,6,13,149,61,44,0,7,137,7,7,13,2,1,27,0.241,0.423,0.332,0.755,0.867,,,,121,,
오지환,2011,LG,63,180,156,17,33,7,0,2,46,15,19,0,1,57,3,1,5,2,2,10,0.212,0.295,0.299,0.594,0.714,,,,56,,
오지환,2012,LG,133,540,462,66,115,22,2,12,177,53,55,4,6,122,9,8,23,14,6,25,0.249,0.383,0.331,0.714,0.622,,,,132,,
오지환,2013,LG,124,514,441,81,113,20,8,9,176,47,54,0,9,113,7,3,30,7,7,20,0.256,0.399,0.347,0.746,0.811,,,,124,,
오지환,2014,LG,113,464,397,72,104,20,8,8,164,56,51,2,7,102,6,3,28,12,8,20,0.262,0.413,0.354,0.767,0.7,,,,112,,
오현근,2010,DOO,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1
오현근,2013,DOO,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,,,,,,,4
용덕한,2010,DOO,43,52,44,7,6,2,0,0,8,0,3,0,3,12,2,0,0,0,1,1,0.136,0.182,0.24,0.422,,,,,,42,
용덕한,2011,DOO,60,52,47,3,7,2,0,0,9,2,0,0,2,8,3,0,0,0,1,3,0.149,0.191,0.184,0.375,,,,,,58,
용덕한,2012,LOT,55,80,72,9,17,1,0,1,21,6,4,0,1,10,3,0,3,0,0,4,0.236,0.292,0.286,0.578,1,,,,,54,
용덕한,2013,LOT,56,101,88,6,13,1,0,1,17,4,7,0,0,24,5,1,1,0,2,4,0.148,0.193,0.208,0.401,1,,,,,56,
용덕한,2014,LOT,59,92,82,13,25,5,0,1,33,11,3,0,1,22,3,3,0,1,4,1,0.305,0.402,0.326,0.728,0,,,,,56,
우동균,2012,SAM,26,60,48,6,9,3,0,1,15,5,7,1,0,12,4,1,1,0,1,0,0.188,0.313,0.286,0.599,1,,,,,,20
우동균,2013,SAM,82,94,80,9,18,6,0,1,27,15,11,1,1,16,1,1,3,1,0,0,0.225,0.338,0.323,0.661,0.75,,,,,,41
우동균,2014,SAM,30,43,39,2,9,1,0,0,10,7,4,0,0,8,0,0,0,0,1,0,0.231,0.256,0.302,0.558,,,,,,,10
유강남,2011,LG,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,
유강남,2012,LG,13,28,24,1,3,0,0,0,3,1,0,0,1,5,2,1,0,0,0,1,0.125,0.125,0.154,0.279,,,,,,13,
유선정,2010,NEX,53,160,135,16,34,6,0,0,40,14,17,0,1,30,4,3,2,1,4,3,0.252,0.296,0.333,0.629,0.667,,,,,53,
유선정,2011,NEX,37,50,39,1,3,0,1,0,5,1,10,0,0,11,1,0,0,0,0,1,0.077,0.128,0.265,0.393,,,,,,37,
유재신,2012,NEX,58,96,85,14,20,2,2,0,26,7,6,0,0,20,4,1,5,2,0,3,0.235,0.306,0.283,0.589,0.714,,8,29,3,,
유재신,2013,NEX,75,23,20,22,4,0,0,0,4,2,2,0,1,9,0,0,7,8,1,2,0.2,0.2,0.304,0.504,0.467,2,11,5,4,,2
유재신,2014,NEX,23,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0.75,,,,,,4
유재웅,2010,DOO,53,105,97,17,25,6,0,7,52,25,6,1,1,27,1,0,0,0,0,0,0.258,0.536,0.308,0.844,,,,,,,29
유재웅,2011,DOO,12,16,13,3,2,1,0,0,3,0,2,0,1,5,0,0,0,0,3,0,0.154,0.231,0.313,0.544,,,,,,,7
유재웅,2012,SK,9,14,13,1,2,0,0,0,2,1,1,0,0,3,0,0,0,0,0,0,0.154,0.154,0.214,0.368,,2,,,,,3
유재혁,2013,KIA,22,15,11,3,1,0,0,0,1,1,3,0,0,5,0,1,1,0,0,0,0.091,0.091,0.267,0.358,1,,,,,,15
유한준,2010,NEX,131,543,481,52,140,27,0,9,194,79,49,0,1,81,8,4,2,2,17,3,0.291,0.403,0.355,0.758,0.5,14,,1,,,121
유한준,2011,NEX,121,511,447,64,129,23,2,3,165,54,52,3,4,63,4,4,4,3,11,1,0.289,0.369,0.365,0.734,0.571,15,,,,,116
유한준,2012,NEX,74,274,246,22,59,11,1,3,81,25,19,1,2,36,6,1,3,1,11,2,0.24,0.329,0.299,0.628,0.75,4,,,,,70
유한준,2013,NEX,97,344,298,37,81,13,0,7,115,40,37,2,4,48,3,2,4,3,7,2,0.272,0.386,0.358,0.744,0.571,1,,,,,92
유한준,2014,NEX,122,469,405,71,128,31,0,20,219,91,46,0,3,53,8,7,2,1,9,1,0.316,0.541,0.384,0.925,0.667,,,,,,118
윤근영,2013,HAN,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,,,,,
윤석민,2011,DOO,80,188,167,18,48,8,0,4,68,19,17,0,2,30,2,0,0,2,6,4,0.287,0.407,0.36,0.767,0,7,,45,,,
윤석민,2012,DOO,109,320,289,25,84,9,2,10,127,48,18,0,2,54,3,8,2,1,12,2,0.291,0.439,0.328,0.767,0.667,47,,25,,,1
윤석민,2013,DOO,21,73,68,12,20,5,0,2,31,8,4,0,1,14,0,0,2,0,1,2,0.294,0.456,0.342,0.798,1,1,,17,,,
윤석민,2014,NEX,99,307,281,30,75,12,0,10,117,43,18,0,2,47,4,2,0,0,11,3,0.267,0.416,0.314,0.73,,17,,40,,,
윤여운,2012,LOT,15,6,6,0,1,1,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0.167,0.333,0.167,0.5,,,,,,11,
윤완주,2012,KIA,68,101,90,17,24,2,0,0,26,6,6,0,2,22,3,0,5,3,2,5,0.267,0.289,0.327,0.616,0.625,,13,17,13,,9
윤완주,2013,KIA,47,59,54,11,8,1,0,0,9,4,2,0,1,15,2,0,3,2,1,3,0.148,0.167,0.193,0.36,0.6,,1,,8,,21
윤완주,2014,KIA,5,3,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,,,2,,,,
윤요섭,2010,LG,46,57,51,4,15,0,0,0,15,9,2,0,2,16,1,1,1,0,0,0,0.294,0.294,0.339,0.633,1,3,,,,8,
윤요섭,2011,LG,67,91,77,8,17,3,0,5,35,18,13,1,0,22,0,1,0,0,4,0,0.221,0.455,0.33,0.785,,2,,,,1,
윤요섭,2012,LG,75,196,171,17,51,7,0,2,64,19,16,1,6,35,1,2,3,2,9,5,0.298,0.374,0.374,0.748,0.6,2,,,,50,
윤요섭,2013,LG,89,228,186,20,38,8,1,1,51,30,23,0,6,32,9,4,2,3,6,1,0.204,0.274,0.306,0.58,0.4,,,,,84,
윤요섭,2014,LG,27,74,68,4,15,4,0,0,19,2,2,0,1,15,2,1,0,0,1,1,0.221,0.279,0.25,0.529,,,,,,27,
윤정우,2011,KIA,29,18,16,4,1,1,0,0,2,0,1,0,0,9,1,0,3,0,0,0,0.063,0.125,0.118,0.243,1,,,,,,17
윤정우,2012,LG,29,21,21,4,2,0,0,0,2,0,0,0,0,7,0,0,4,1,1,0,0.095,0.095,0.095,0.19,0.8,,,,,,16
윤중환,2011,SK,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,3
윤진호,2010,LG,17,6,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,,6,4,7,,
윤진호,2011,LG,75,99,88,11,14,4,0,0,18,2,6,0,0,26,5,0,2,1,3,8,0.159,0.205,0.213,0.418,0.667,,8,3,62,,
윤진호,2012,LG,22,13,12,3,1,0,0,0,1,0,1,0,0,4,0,0,1,1,0,1,0.083,0.083,0.154,0.237,0.5,,8,9,5,,
윤효섭,2010,KIA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1
이대수,2010,HAN,125,416,375,33,87,13,1,7,123,37,26,0,6,57,6,3,2,4,4,5,0.232,0.328,0.29,0.618,0.333,,,,125,,
이대수,2011,HAN,122,420,366,46,110,16,3,8,156,50,31,0,5,64,14,4,8,8,5,10,0.301,0.426,0.36,0.786,0.5,,,3,117,,
이대수,2012,HAN,118,425,376,36,105,23,4,4,148,48,27,0,3,57,14,5,5,1,9,13,0.279,0.394,0.328,0.722,0.833,,1,,115,,
이대수,2013,HAN,122,448,390,54,100,23,2,4,139,42,38,0,6,88,11,3,11,4,10,5,0.256,0.356,0.33,0.686,0.733,,,56,64,,
이대수,2014,SK,15,28,25,1,4,0,0,0,4,2,2,0,1,5,0,0,0,0,2,1,0.16,0.16,0.25,0.41,,,1,8,5,,
이대형,2010,LG,130,568,494,73,129,14,2,1,150,43,58,0,2,76,13,1,66,21,3,2,0.261,0.304,0.341,0.645,0.759,,,,,,128
이대형,2011,LG,104,398,354,56,88,11,5,1,112,24,30,0,2,78,11,1,34,17,0,0,0.249,0.316,0.31,0.626,0.667,,,,,,95
이대형,2012,LG,101,291,258,32,46,4,4,1,61,19,25,2,1,53,6,1,25,3,5,0,0.178,0.236,0.253,0.489,0.893,,,,,,86
이대형,2013,LG,102,204,177,36,42,5,1,1,52,10,19,0,1,45,5,2,13,9,1,2,0.237,0.294,0.312,0.606,0.591,,,,,,85
이대형,2014,KIA,126,505,461,75,149,15,9,1,185,40,35,2,2,57,5,2,22,15,5,3,0.323,0.401,0.372,0.773,0.595,,,,,,123
이대호,2010,LOT,127,552,478,99,174,13,0,44,319,133,61,6,10,77,0,3,0,2,15,12,0.364,0.667,0.444,1.111,0,18,,102,,,
이대호,2011,LOT,133,570,493,76,176,26,1,27,285,113,63,8,8,60,0,6,2,0,22,7,0.357,0.578,0.433,1.011,1,111,,2,,,
이도형,2010,HAN,27,96,86,8,25,2,0,4,39,13,7,0,2,11,0,1,0,0,0,0,0.291,0.453,0.354,0.807,,1,,,,3,
이동훈,2013,KIA,13,30,24,3,4,0,0,0,4,2,5,0,0,7,1,0,0,0,0,0,0.167,0.167,0.31,0.477,,,,,,,11
이두환,2010,DOO,13,30,25,2,8,1,0,1,12,6,2,0,1,7,0,2,1,0,0,0,0.32,0.48,0.367,0.847,1,3,,1,,,
이명기,2010,SK,4,5,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.4,0.65,,,,,,,4
이명기,2013,SK,26,114,100,21,34,3,2,1,44,11,9,0,0,22,4,1,6,4,1,1,0.34,0.44,0.391,0.831,0.6,,,,,,24
이명기,2014,SK,83,314,285,54,105,13,2,4,134,28,21,0,1,47,7,0,8,6,7,3,0.368,0.47,0.414,0.884,0.571,,,,,,46
이명환,2013,NC,5,9,9,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0.111,0.111,0.111,0.222,,,,,,,
이민재,2012,LG,7,14,14,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0.071,0.071,0.071,0.142,,,,,,,5
이범호,2011,KIA,101,405,318,63,96,21,0,17,168,77,75,3,7,56,0,5,2,0,8,3,0.302,0.528,0.44,0.968,1,,,86,1,,
이범호,2011,LG,127,519,485,64,164,24,0,16,236,75,28,1,2,47,2,2,2,1,10,1,0.338,0.487,0.375,0.862,0.667,,,,,,119
이범호,2012,KIA,42,171,140,13,41,7,0,2,54,19,27,2,1,23,0,3,1,0,3,3,0.293,0.386,0.404,0.79,1,,,32,,,
이범호,2012,LG,118,455,420,52,126,25,1,5,168,41,22,1,2,58,5,6,5,7,18,2,0.3,0.4,0.333,0.733,0.417,1,,,,,85
이범호,2013,KIA,122,516,436,56,108,17,0,24,197,73,62,3,9,79,4,5,0,2,18,3,0.248,0.452,0.35,0.802,0,3,,104,,,
이범호,2013,LG,98,401,374,39,130,19,3,5,170,74,22,2,2,40,0,3,2,2,10,1,0.348,0.455,0.384,0.839,0.5,1,,,,,45
이범호,2014,KIA,105,406,350,47,94,23,0,19,174,82,41,1,11,89,0,4,2,2,9,9,0.269,0.497,0.36,0.857,0.5,2,,91,,,
이범호,2014,LG,62,207,195,23,49,6,0,2,61,25,8,0,2,21,2,0,1,1,5,0,0.251,0.313,0.288,0.601,0.5,1,,,,,31
이병규,2010,LG,103,362,307,57,92,17,1,12,147,53,44,1,3,58,5,3,5,3,4,2,0.3,0.479,0.389,0.868,0.625,,,,,,92
이병규,2011,LG,33,112,88,13,22,3,0,4,37,14,20,0,1,32,1,2,1,1,2,1,0.25,0.42,0.387,0.807,0.5,,,,,,3
이병규,2012,LG,69,270,223,23,71,17,0,2,94,21,43,0,3,54,1,0,8,3,2,3,0.318,0.422,0.435,0.857,0.727,51,,,,,24
이병규,2013,LG,73,202,172,24,50,6,1,2,64,26,26,0,3,47,1,0,1,1,0,1,0.291,0.372,0.393,0.765,0.5,35,,,,,39
이병규,2014,LG,116,450,360,66,110,28,3,16,192,87,74,2,5,78,3,8,5,10,7,2,0.306,0.533,0.423,0.956,0.333,15,,,,,101
이브랜드,2013,HAN,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
이상호,2013,NC,103,139,125,26,31,7,1,0,40,13,10,0,0,21,4,0,25,4,4,5,0.248,0.32,0.304,0.624,0.862,3,39,3,26,,
이상호,2014,NC,96,54,51,30,11,2,0,1,16,5,2,0,0,10,0,1,11,5,1,1,0.216,0.314,0.241,0.555,0.688,2,22,26,14,,
이상훈,2010,HAN,34,71,60,6,10,0,0,0,10,2,7,0,2,11,2,0,5,1,1,1,0.167,0.167,0.275,0.442,0.833,,,,,,31
이상훈,2012,HAN,17,28,25,3,3,0,0,0,3,0,1,0,2,3,0,0,1,0,1,0,0.12,0.12,0.214,0.334,1,,,,,,16
이상훈,2013,SAM,15,35,28,7,10,1,0,2,17,2,3,0,3,6,1,0,0,0,1,0,0.357,0.607,0.471,1.078,,,,,,,11
이상훈,2014,SAM,10,11,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.091,0.091,,,,,,,8
이성곤,2014,DOO,4,8,8,1,2,1,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0.25,0.375,0.25,0.625,,,,,,,4
이성열,2010,DOO,129,484,419,77,110,27,1,24,211,86,40,0,13,136,9,3,6,3,6,3,0.263,0.504,0.343,0.847,0.667,,,,,1,99
이성열,2011,DOO,83,246,221,23,56,7,1,7,86,28,16,0,9,76,0,0,4,6,2,0,0.253,0.389,0.329,0.718,0.4,,,,,2,50
이성열,2012,NEX,104,298,265,24,58,12,0,7,91,35,25,0,6,85,1,1,5,6,6,1,0.219,0.343,0.3,0.643,0.455,,,,,,55
이성열,2013,NEX,92,329,284,42,67,12,0,18,133,48,23,1,17,115,3,2,1,2,2,1,0.236,0.468,0.328,0.796,0.333,,,,,1,18
이성열,2014,NEX,96,291,256,46,66,10,0,14,118,39,24,1,9,80,1,1,2,3,0,1,0.258,0.461,0.341,0.802,0.4,,,,,,31
이성우,2010,KIA,10,16,16,2,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0.25,0.25,0.25,0.5,,,,,,10,
이성우,2011,KIA,15,9,9,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0.333,0.333,0.333,0.666,,,,,,14,
이성우,2012,KIA,16,9,8,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0.111,0.111,,,,,,15,
이성우,2013,KIA,15,24,22,0,3,0,0,0,3,0,0,0,0,7,2,0,0,0,1,1,0.136,0.136,0.136,0.272,,,,,,15,
이성우,2014,KIA,63,134,124,11,29,3,0,1,35,9,3,0,1,18,6,0,1,0,9,5,0.234,0.282,0.258,0.54,1,,,,,62,
이성호,2010,HAN,5,6,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.167,0.167,,,,,,5,
이숭용,2010,NEX,124,374,328,37,90,15,0,2,111,30,36,0,3,37,5,2,5,2,7,4,0.274,0.338,0.35,0.688,0.714,112,,,,,
이숭용,2011,NEX,88,172,146,7,37,7,0,0,44,12,18,1,1,18,6,1,1,0,4,2,0.253,0.301,0.337,0.638,1,56,,,,,
이승엽,2012,SAM,126,556,488,84,150,28,2,21,245,85,59,4,4,101,1,4,6,0,10,3,0.307,0.502,0.384,0.886,1,80,,,,,
이승엽,2013,SAM,111,483,443,62,112,24,0,13,175,69,30,2,2,94,0,8,3,1,8,0,0.253,0.395,0.298,0.693,0.75,52,,,,,
이승엽,2014,SAM,127,548,506,83,156,30,0,32,282,101,40,3,0,77,0,2,5,1,10,0,0.308,0.557,0.358,0.915,0.833,8,,,,,
이승재,2014,NC,12,11,11,1,1,0,1,0,3,3,0,0,0,3,0,0,0,0,0,1,0.091,0.273,0.091,0.364,,,,,,12,
이승주,2011,NEX,3,12,11,0,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0.182,0.182,0.25,0.432,,,,,,,3
이시찬,2010,LG,13,26,23,3,4,2,0,0,6,2,3,0,0,4,0,0,5,0,0,2,0.174,0.261,0.269,0.53,1,1,2,7,1,,
이시찬,2011,LG,33,23,19,6,2,0,1,0,4,2,2,0,0,4,1,1,4,3,0,1,0.105,0.211,0.182,0.393,0.571,4,11,,,,
이시찬,2012,HAN,60,47,41,16,8,1,0,0,9,4,3,0,0,8,2,1,9,2,1,2,0.195,0.22,0.244,0.464,0.818,20,16,3,,,4
이시찬,2013,HAN,97,181,165,20,33,4,0,1,40,13,9,1,2,29,5,0,16,3,7,9,0.2,0.242,0.25,0.492,0.842,7,57,18,16,,
이시찬,2014,HAN,45,119,105,14,30,4,0,0,34,9,10,0,0,19,3,1,4,1,3,6,0.286,0.324,0.345,0.669,0.8,,6,13,36,,
이양기,2010,HAN,27,57,44,4,6,1,0,1,10,3,7,0,5,10,1,0,3,0,1,1,0.136,0.227,0.321,0.548,1,1,,,,,19
이양기,2011,HAN,93,164,147,9,41,13,0,0,54,17,9,0,6,31,2,0,3,0,5,1,0.279,0.367,0.346,0.713,1,3,,,,,53
이양기,2012,HAN,35,54,49,8,11,2,0,0,13,6,2,0,3,11,0,0,0,0,1,0,0.224,0.265,0.296,0.561,,,,,,,22
이양기,2013,HAN,56,209,185,16,57,8,1,3,76,30,17,0,5,25,1,1,0,0,10,2,0.308,0.411,0.38,0.791,,30,,,,,28
이양기,2014,HAN,45,139,125,13,33,5,0,0,38,6,10,0,2,19,1,1,1,0,3,0,0.264,0.304,0.326,0.63,1,,,1,,,37
이여상,2010,HAN,14,15,14,0,3,1,0,0,4,3,1,0,0,6,0,0,0,0,0,0,0.214,0.286,0.267,0.553,,,5,2,,,
이여상,2011,HAN,120,372,320,31,71,15,2,3,99,38,24,0,4,67,19,5,15,4,11,9,0.222,0.309,0.28,0.589,0.789,1,16,108,,,
이여상,2012,HAN,86,211,182,18,43,7,0,3,59,19,15,0,2,40,12,0,7,2,5,4,0.236,0.324,0.302,0.626,0.778,10,29,31,,,
이여상,2013,HAN,14,22,22,1,1,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0.045,0.045,0.045,0.09,,1,5,4,,,
이영수,2010,KIA,42,88,73,9,18,6,0,2,30,13,10,0,4,11,1,0,0,0,4,0,0.247,0.411,0.368,0.779,,4,1,1,,,14
이영우,2010,HAN,12,21,21,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0.095,0.095,0.095,0.19,0,,,,,,
이영욱,2010,SAM,120,479,408,68,111,19,2,4,146,42,51,2,7,86,9,4,30,8,4,1,0.272,0.358,0.36,0.718,0.789,,,,,,119
이영욱,2011,SAM,111,234,203,37,47,9,3,3,71,20,21,0,4,68,3,3,14,6,1,1,0.232,0.35,0.312,0.662,0.7,,,,,,104
이영욱,2014,SAM,40,64,53,16,11,3,0,0,14,6,7,0,2,16,2,0,6,1,0,1,0.208,0.264,0.323,0.587,0.857,,,,,,36
이용규,2010,KIA,129,555,472,74,145,19,1,3,175,51,64,2,9,50,7,3,25,12,10,3,0.307,0.371,0.398,0.769,0.676,,,,,,124
이용규,2011,KIA,111,503,421,84,140,16,2,3,169,33,63,2,9,33,7,3,30,6,5,1,0.333,0.401,0.427,0.828,0.833,,,,,,101
이용규,2012,KIA,125,580,491,86,139,14,2,2,163,37,66,0,10,38,10,3,44,12,9,4,0.283,0.332,0.377,0.709,0.786,,,,,,125
이용규,2013,KIA,100,453,390,74,115,20,1,2,143,22,44,0,7,37,10,2,21,9,4,0,0.295,0.367,0.375,0.742,0.7,,,,,,62
이용규,2014,HAN,104,418,358,62,103,12,4,0,123,20,52,0,5,46,2,1,12,11,5,0,0.288,0.344,0.385,0.729,0.522,,,,,,
이용찬,2010,DOO,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
이우민,2010,LOT,92,90,82,13,20,4,1,0,26,9,2,0,4,16,2,0,2,1,0,1,0.244,0.317,0.295,0.612,0.667,,,,,,80
이우민,2011,LOT,70,90,75,12,9,1,1,0,12,3,10,0,2,26,2,1,3,1,0,0,0.12,0.16,0.239,0.399,0.75,,,,,,59
이우민,2012,LOT,65,101,84,12,18,2,0,1,23,5,12,0,0,21,5,0,1,2,0,0,0.214,0.274,0.313,0.587,0.333,,,,,,53
이우민,2013,LOT,60,251,217,30,55,5,0,0,60,16,15,0,8,47,9,2,5,5,2,2,0.253,0.276,0.322,0.598,0.5,,,,,,60
이우민,2014,LOT,44,103,80,14,18,0,0,0,18,10,14,0,2,22,6,1,0,3,1,0,0.225,0.225,0.351,0.576,0,,,,,,40
이원석,2010,DOO,104,330,291,36,78,14,4,8,124,49,26,1,4,44,7,2,1,4,5,7,0.268,0.426,0.334,0.76,0.2,6,4,91,5,,
이원석,2011,DOO,110,311,264,36,57,11,0,8,92,35,29,0,3,58,12,3,1,0,7,7,0.216,0.348,0.298,0.646,1,,1,102,8,,
이원석,2012,DOO,107,372,325,36,87,13,2,8,128,42,30,4,5,35,10,2,1,1,16,15,0.268,0.394,0.337,0.731,0.5,1,,105,1,,
이원석,2013,DOO,85,300,264,40,83,12,0,10,125,39,29,0,3,49,1,3,6,4,7,7,0.314,0.473,0.385,0.858,0.6,,,82,,,
